transaction_id,description,merchant,amount,date,category
ef0bac98-c32c-40ee-86ca-5a7ef7731a4e,GOOD-RX 531 East Peterside VT,Good-RX,124.55,2024-05-11T03:55:05.781362,health & wellness
1549a2c2-ce05-406f-9524-af727eea8af8,CLIPPER CARD 691 Lake Carolynton PR,Clipper Card,220.16,2024-10-04T07:32:15.845845,transportation
4dae7199-42ed-4e91-a4e7-b97442334144,WHOLE FOODS 491 East Denisehaven KS,Whole Foods,225.29,2023-12-29T03:38:34.331335,groceries
48fd9239-d603-48ab-adf8-7d4ca847ca02,AT&T 356 Clarenceburgh NY,AT&T,122.18,2025-02-19T23:24:03.694391,utilities
132fa751-3f15-49a6-bd00-4ee644fc78d2,BEST BUY 607 Woodsview MI,Best Buy,131.39,2023-08-12T08:53:47.026753,shopping
21c347dd-56f6-4548-88fc-937b77c97448,CLIPPER CARD 102 Jessicaport MA,Clipper Card,107.11,2024-08-28T19:43:32.350711,transportation
b5a2180b-7480-448b-a2ce-60515d49ccf2,WALMART 824 Ramirezhaven VA,Walmart,48.11,2024-03-12T02:43:04.191717,shopping
26ddd2bf-4c78-4e2f-8e5c-3ed0454614f1,STATE FARM 341 South Garyview HI,State Farm,155.08,2025-06-16T02:42:19.139063,bills
6427af96-58d2-4e38-a4b3-bef6553cc4a8,VERIZON 105 South Tyler MS,Verizon,37.13,2025-06-08T06:37:28.743853,utilities
10d3a43c-582f-458c-8c23-7614e66fc3c0,WALMART 600 Carlosfurt LA,Walmart,56.28,2025-03-17T13:56:12.674238,shopping
42d5639b-7d30-4408-970a-48a00a736b92,EXPEDIA 367 Deanstad PR,Expedia,197.01,2025-03-05T18:14:26.384100,travel
67d6bb6b-d04e-478a-911f-3b780b5203a5,EXPEDIA 740 Smithside OR,Expedia,189.77,2025-06-19T06:41:56.175025,travel
5187c1ed-f065-4911-ab54-7bb173eb21b5,KROGER 978 Tarafurt PR,Kroger,16.48,2024-07-16T13:52:20.662144,groceries
bd92303c-ae5d-4be9-9a07-e298f3e38521,DOORDASH 392 Lake Stephen WY,Doordash,21.4,2025-07-25T21:38:23.691252,dining
32babdeb-7b4d-467a-8b69-12121e2986fa,STATE FARM 194 Kellybury NE,State Farm,44.87,2024-04-23T15:59:40.838632,bills
6dec126c-5e1a-4057-aa61-a9894a3f5e06,T-MOBILE 155 Lake Jenniferfurt CA,T-Mobile,95.69,2025-04-09T01:32:53.100833,utilities
294877b6-e162-4c44-8703-ee18f3f7fe52,EXPEDIA 328 Chadhaven LA,Expedia,84.26,2025-07-16T09:42:25.332733,travel
5e34d7a5-ab07-43a0-8bae-fd72d877e956,WALGREENS 432 Shawnton IA,Walgreens,72.04,2023-08-26T14:10:23.614499,health & wellness
edca5626-26ba-4d04-bd75-6454eee50aba,SHELL GAS 478 Annaland OH,Shell Gas,184.95,2024-08-10T14:36:59.741266,transportation
9db972d8-80fb-4518-8973-1253d10a9cb6,BEST BUY 908 North Lisa AK,Best Buy,89.65,2024-04-14T23:18:41.350847,shopping
89c14e7e-e434-4a99-9cf9-8d7f96376463,MCDONALD'S 589 North Michaelmouth KS,McDonald's,147.55,2023-10-22T23:41:54.983733,dining
6df25fee-582f-4002-aa4e-5053fd186e72,GOOD-RX 810 Davidport CO,Good-RX,218.95,2024-09-12T11:41:09.478980,health & wellness
b4c1e5da-3172-4e84-896b-eb8166251514,WALGREENS 764 Reeseberg VI,Walgreens,156.12,2024-09-29T21:18:57.725188,health & wellness
8ab1a7fa-9e31-471e-8819-7b357e93897c,UNITED AIRLINES 666 Kimberlyberg GU,United Airlines,176.83,2024-12-18T02:21:51.151984,travel
5f189560-7c33-4035-b98e-9701a1421c2e,ZARA 180 Trujillotown GA,Zara,120.47,2024-09-23T09:19:47.611216,shopping
e2fa923a-1aa7-4292-927a-d13b024c0bf0,WHOLE FOODS 258 East Jacob HI,Whole Foods,225.43,2023-08-14T16:26:20.229355,groceries
21566e3f-cbba-439a-94de-a5dc9442d27b,CVS PHARMACY 267 Port Patricia NJ,CVS Pharmacy,100.4,2023-08-04T04:23:55.177116,health & wellness
c79fcd41-97c7-450d-8f55-060017c14f8b,DELTA 304 Smithborough TN,Delta,96.07,2023-12-05T19:02:22.820542,travel
63202b70-28d7-4710-84db-358516346cac,MCDONALD'S 522 North Teresa IA,McDonald's,6.13,2024-05-25T18:49:38.276542,dining
3273fb13-04e4-49da-b32b-83e4697b3cf6,LYFT 745 Jamesshire ME,Lyft,44.15,2024-10-14T05:46:42.605974,transportation
e53c6c33-5cd6-440f-a5e5-7175f960cea6,SALLIE MAE 635 West Phillip AK,Sallie Mae,218.72,2024-05-23T04:21:43.731282,bills
5225495f-e593-4730-acdc-d2f6cf1ef5c1,COMCAST 338 North Alex UT,Comcast,119.31,2025-01-27T17:58:48.389904,utilities
51cf2f0d-1bde-4130-829a-c3963ecc7469,MARRIOTT HOTELS 442 Karenmouth IN,Marriott Hotels,182.58,2024-02-08T01:19:38.117385,travel
9e621c00-3143-41dc-8d71-655e0aa3d8cd,COMCAST 104 Lake Lisamouth DE,Comcast,196.59,2025-03-25T20:49:23.496278,utilities
ca6fdc2c-27ff-4387-a3d0-0d6aeddf8b41,ZARA 329 Johnsonport TN,Zara,24.91,2025-04-22T02:27:50.355816,shopping
d07c09af-e020-4b40-a828-4e88074b2019,DELTA 161 East Brenda IA,Delta,223.46,2024-09-12T22:58:03.299757,travel
2b7f2695-7613-4121-a761-a4be7bb77283,CHIPOTLE 592 Pinedaport MS,Chipotle,242.99,2024-11-19T06:51:39.353603,dining
0b8feb7c-8a5f-40a2-8e02-36e83abb75ad,SOFI STUDENT LOAN 137 Lake Abigail NE,SoFi Student Loan,27.26,2024-09-01T16:58:23.051017,bills
7cf0a8dd-c602-4c5b-954f-6d26a2c5777b,24 HOUR FITNESS 346 New Benjaminside IA,24 Hour Fitness,8.31,2024-02-28T03:50:20.343112,health & wellness
5c195c86-90f9-4a90-94aa-485b4a6f3f75,WHOLE FOODS 265 Port Monicaside NJ,Whole Foods,49.09,2023-08-22T10:19:43.977866,groceries
dc6c022b-c1e0-44b7-aa0b-5ff26481eaa7,NETFLIX.COM 637 Perkinsland LA,Netflix.com,99.48,2024-12-26T01:24:56.946283,entertainment
5fbdc2a6-7bd0-40bf-9551-4f8b4b95cce2,ETSY 104 Tiffanystad CO,Etsy,40.26,2024-02-13T03:46:00.695362,shopping
402179ab-466d-4502-849b-56b478107a6f,WALGREENS 735 Rodriguezmouth NV,Walgreens,123.25,2025-03-22T21:10:04.457892,health & wellness
a6e7c0eb-04bb-4f4e-91c5-819d3d0a2ebf,AT&T 972 North Tamara CA,AT&T,246.99,2024-06-11T09:17:04.664206,utilities
aebab4ad-5f5c-4032-a83a-9aa9f5363990,24 HOUR FITNESS 204 Jamesland ID,24 Hour Fitness,85.66,2025-07-13T22:24:55.758536,health & wellness
8207946b-2f79-49fb-a327-4fd91ea9df46,INSTACART 469 Juarezfurt PR,Instacart,149.89,2024-01-21T13:16:53.188199,groceries
72690853-665b-4766-baf1-3cd421febdc1,AMC THEATRES 303 East Yvonnetown OK,AMC Theatres,174.11,2023-11-28T04:50:10.196524,entertainment
ec7fbc51-eb8d-41c9-947c-9cc298af3749,CHEVRON 339 Montoyaburgh GA,Chevron,102.35,2023-10-18T22:14:29.780200,transportation
3dea4c14-94a0-4bad-88b1-b41f2451568d,CVS PHARMACY 866 Myersmouth MN,CVS Pharmacy,13.64,2024-09-05T22:49:14.894605,health & wellness
333c6ec9-cc40-4170-be6d-c3dff49db00c,CHEVRON 696 Port Mary MO,Chevron,207.69,2024-01-16T23:48:36.513695,transportation
b0fa7f3a-1c6e-4850-80c9-bac59b377174,ZARA 245 Lake Coleville MS,Zara,176.03,2024-02-06T10:09:33.475729,shopping
6cd58923-f9c9-46dd-b0c3-993a52f519a8,DELTA 180 West Lisastad MI,Delta,181.24,2025-06-29T03:13:28.479781,travel
fc3801bf-15bf-4386-8bfe-f3272497f91a,WALGREENS 420 New Jennifer WV,Walgreens,39.33,2024-02-27T19:37:15.481190,health & wellness
b7361abe-3e22-4cf6-89aa-4e95afda5500,T-MOBILE 645 Grahammouth CA,T-Mobile,209.73,2025-02-20T03:35:04.499176,utilities
bf287adf-1277-4c18-9b82-498fb184ce5c,DELTA 718 South Robert AS,Delta,123.85,2023-11-09T05:57:23.922105,travel
aae5514c-0a0f-4b3e-be47-2c47082409e4,GOOD-RX 121 Lake Virginiastad DC,Good-RX,89.15,2024-09-24T16:47:24.270425,health & wellness
21929be5-ae40-4bf8-acd9-c4abe15f6ba9,COMCAST 816 Lake James OR,Comcast,67.48,2024-09-30T02:01:51.982957,utilities
88ca04ab-f14a-464f-9398-fa704d3dfeda,AIRBNB 272 Nelsonville ME,Airbnb,178.13,2024-04-26T18:43:40.196338,travel
f7e29ba1-dc31-46ff-9c33-b151e5cf853d,CVS PHARMACY 785 North Gregoryland PA,CVS Pharmacy,115.21,2024-05-21T18:15:43.157808,health & wellness
34e72e09-8bca-47db-8955-d5130729425b,SAFEWAY 963 New Robertburgh ND,Safeway,216.43,2023-08-27T19:19:18.096892,groceries
d36ad9ef-ce5b-436c-8952-fc2d930230e1,UBER 214 Hallview PW,Uber,133.12,2024-01-25T00:27:52.950850,transportation
95ebcccb-8f45-4414-ad1b-b56212e1b6a4,SUBWAY 705 New Austinburgh CT,Subway,115.91,2024-12-27T12:50:19.068488,dining
09799ae4-c62f-4145-9d78-e4409f838d69,BEST BUY 638 West Staceyburgh AR,Best Buy,124.34,2024-10-19T20:39:20.758507,shopping
2caa995d-df72-4447-8f98-92df9f701b9a,SAFEWAY 395 West Frankmouth IL,Safeway,64.07,2023-12-20T11:19:06.077315,groceries
d266ac11-351a-4524-92df-c6533e7db593,T-MOBILE 689 Sanderschester NY,T-Mobile,94.73,2024-06-20T22:33:50.347408,utilities
e0999d46-e32b-4a56-8982-0448571fe9cd,AMAZON.COM 887 Bryanstad AK,Amazon.com,248.59,2024-12-17T09:38:06.348225,shopping
cd2a073e-c55e-4d22-88af-92e6843b87b9,UBER 161 Brownside ID,Uber,139.38,2024-03-07T15:46:16.547790,transportation
1617a46e-3573-4609-b208-cfdb07478581,UBER 723 Millerbury RI,Uber,146.59,2024-02-24T22:05:10.503900,transportation
3e27f759-cb7d-40ac-98e7-6023a5229af8,T-MOBILE 108 Lake Annette GU,T-Mobile,181.17,2024-12-13T13:08:23.906993,utilities
b55ee013-198c-4ec9-ade7-f1c4b0e09f68,STEAM GAMES 831 Port Kristen AK,Steam Games,80.92,2023-11-19T05:47:12.920961,entertainment
1d0c762d-fa46-46ca-ad4e-f345d9f35b88,CVS PHARMACY 867 Pattersonmouth IA,CVS Pharmacy,236.33,2024-07-12T16:26:31.646836,health & wellness
ab5804ae-75c0-41c9-b4c8-d4f869703c77,CHIPOTLE 374 New Jessica PR,Chipotle,17.91,2023-09-10T18:44:41.012664,dining
53a843d2-c38c-4197-ad83-280bfef71b8a,GOOD-RX 536 Klinemouth HI,Good-RX,57.9,2023-10-24T10:47:04.720591,health & wellness
ae03a196-202e-4afe-855a-7ef0dce6d552,MCDONALD'S 491 West Jill MS,McDonald's,28.86,2024-03-15T01:42:33.142305,dining
c40e3a4d-086c-431d-9ecb-364e096141e7,GEICO 205 Tinamouth GA,Geico,20.37,2024-09-20T01:17:01.801712,bills
b37f343c-b944-4a12-868d-e3074d530439,MARRIOTT HOTELS 864 Elliottmouth CA,Marriott Hotels,215.08,2024-01-07T10:06:52.308059,travel
22d952a6-3346-4c85-b127-d6cc042b58c0,TARGET 507 Port Erika CO,Target,191.92,2025-07-17T14:57:25.369374,shopping
906ae6ab-ebe0-4bc4-a6e5-0a7d8aa2a0c5,PG&E 971 Fredtown DE,PG&E,141.08,2024-04-25T17:59:13.330012,utilities
2a7d4b36-4fbb-4e1d-b00a-958a05bd18f9,KROGER 112 West Sarahchester MN,Kroger,223.35,2024-08-17T13:09:37.137874,groceries
93223d9d-a605-4119-979e-c5672887148d,MARRIOTT HOTELS 249 Jenniferburgh AZ,Marriott Hotels,247.96,2024-08-19T23:05:44.406257,travel
7f92b57a-99b4-4330-bf1f-41ab6224940a,AT&T 761 Ashleymouth GA,AT&T,193.57,2024-05-31T11:17:56.866215,utilities
5e45e8ed-b437-4efe-8ae9-31102b9a71ca,UBER 671 East Michael SC,Uber,81.28,2024-12-07T17:44:22.889592,transportation
65c87017-cd1b-4065-9281-4dbb1eb7d757,CHEVRON 872 Port John HI,Chevron,43.39,2024-07-17T11:19:56.834931,transportation
8df60d68-be53-4ecd-948e-e14896d9493c,COMCAST 285 West Kellyside WA,Comcast,148.76,2024-12-08T13:03:30.104780,utilities
c277160c-9ab4-4c9c-a373-5454621ea3f6,BEST BUY 628 Erikafurt MN,Best Buy,77.02,2025-02-16T15:13:02.691761,shopping
1a20100e-16e0-4cf5-a654-8b4cf3630532,SUBWAY 622 Lake Meganfort MI,Subway,188.13,2024-02-14T06:33:58.704649,dining
a838af90-531a-4452-bfa4-f79708136520,GEICO 296 Joshuaport MH,Geico,83.92,2025-05-05T05:03:22.448165,bills
f3dbb8da-b7d5-4f6a-b91c-954a4ab9b1a6,UNITED AIRLINES 506 East Richardmouth NC,United Airlines,215.39,2024-05-20T17:21:55.037657,travel
1b320a83-886d-4b97-83ad-444d6c7a6d37,WHOLE FOODS 756 Kathleenville WI,Whole Foods,144.14,2024-12-05T13:01:33.435509,groceries
79df5121-33df-4a2d-ba56-fe03d8598c17,KROGER 794 Port Kelsey MT,Kroger,46.32,2025-04-03T12:53:03.877532,groceries
7d6c42fd-cd39-4e99-9496-3798945fabd8,NETFLIX.COM 490 South Mackenzieview IL,Netflix.com,75.58,2024-12-29T14:48:05.198227,entertainment
7fd2642a-ce10-40f3-98f9-d7424a8ab9a4,WALGREENS 824 Dylanfort AR,Walgreens,250.63,2025-07-28T02:32:56.217225,health & wellness
2d5ba3c0-1391-4c2f-b0ce-01b850b70432,SOFI STUDENT LOAN 925 East Rachelland NY,SoFi Student Loan,144.76,2024-09-03T15:20:15.815749,bills
7b74469f-5eb3-46ba-b65d-bbdd7988d9cd,STATE FARM 789 Castanedaville MO,State Farm,18.96,2024-06-13T13:00:54.120197,bills
2db160c9-5d1c-452b-a22c-729bc783d8fb,DELTA 664 Port Melissaport SD,Delta,161.2,2024-10-14T15:38:23.058511,travel
eaf3de02-6836-4418-b8b2-1bc53bdc5c4b,LYFT 170 Heatherton CO,Lyft,241.54,2025-02-07T06:36:07.954276,transportation
2caa56e4-96f4-465b-a572-611baef91de9,MCDONALD'S 606 North Melissa NV,McDonald's,39.58,2023-09-13T19:17:58.217766,dining
9a644233-6b72-4e7d-9d64-8679983e64b8,WALMART 206 Port Stevenport ID,Walmart,38.04,2025-07-01T15:59:28.120151,shopping
ef04e141-443b-4702-ad6c-3bbc9e91353e,24 HOUR FITNESS 394 New Tammyhaven GU,24 Hour Fitness,46.05,2024-01-11T06:23:11.658058,health & wellness
143123a5-7541-41b9-9511-cba1aca07c51,CHIPOTLE 462 Michaelside FM,Chipotle,207.22,2024-05-16T16:06:17.515511,dining
c1660cc7-73fc-4bb4-a4c6-1070e05f95ff,CVS PHARMACY 269 Taraton MI,CVS Pharmacy,90.8,2025-05-17T22:26:41.430943,health & wellness
f90b2df5-6bad-45e0-a01c-5f07e0659b70,BEST BUY 371 Martinchester RI,Best Buy,25.81,2024-04-04T18:54:07.774034,shopping
1aab9850-7007-4fba-81a4-ac9b684bb6cb,DELTA 162 Jacobstad MH,Delta,177.06,2025-04-11T19:59:40.589345,travel
9ee9e076-103d-4012-9702-5a9fcce0b297,MCDONALD'S 196 South Angelaburgh FL,McDonald's,246.34,2024-12-03T21:49:22.046413,dining
c69da428-42d7-4a2b-b1bb-1736d997d50c,SWEETGREEN 171 Jamieville KS,Sweetgreen,28.76,2024-04-19T13:07:55.343280,dining
134ceda5-eac7-4413-b506-a20db8e4b383,CVS PHARMACY 684 South Laurenfurt HI,CVS Pharmacy,221.66,2024-01-28T04:48:21.918234,health & wellness
74d0e728-742f-444d-85cd-21445c169a18,MARRIOTT HOTELS 437 Frenchmouth IA,Marriott Hotels,42.76,2023-12-14T17:08:11.368593,travel
f0bb609e-6fbb-4095-a813-d62aaeb6719f,AT&T 951 Lopezborough ND,AT&T,180.25,2023-09-19T18:52:33.887766,utilities
44a8e3c8-ceb1-40ea-881c-ae9bd148de75,ETSY 326 Nicholsmouth SD,Etsy,56.22,2024-12-07T10:45:59.845003,shopping
6d6bea11-380d-47d3-ba4d-16157b6a5ca2,CVS PHARMACY 529 Port Anthony AR,CVS Pharmacy,57.11,2024-06-18T17:07:46.575076,health & wellness
08187a59-1662-4260-8742-763b7b54430a,ETSY 389 Westburgh NC,Etsy,40.35,2024-12-13T19:26:57.260658,shopping
91b3d4ac-9dab-478a-b0ee-c7d37d80c4bf,MARRIOTT HOTELS 923 Kimshire NH,Marriott Hotels,64.84,2024-09-07T17:33:46.294591,travel
e5de945f-0c4d-438d-8263-5a171e443030,SHELL GAS 398 New Rebeccaview VA,Shell Gas,91.79,2025-05-20T15:11:24.967225,transportation
eaccee5c-4dbf-4246-8638-aec642b62b10,PG&E 213 Chaneyburgh SC,PG&E,64.07,2024-04-27T08:35:43.701642,utilities
c5faac26-8a06-450a-a002-8989f725f654,DOORDASH 879 Amandaside DE,Doordash,46.37,2025-06-25T03:08:33.753317,dining
15b03c57-34ef-41f2-ab8e-063a240e2970,LYFT 382 New Vanessa FL,Lyft,7.88,2024-01-14T22:05:10.444663,transportation
2663ace9-6a85-4f99-893f-f47b9b527246,SALLIE MAE 942 Stricklandberg MD,Sallie Mae,249.58,2024-09-05T17:47:37.593161,bills
8d25be93-e562-4034-b1dc-695c23217c05,BEST BUY 150 Smithbury KY,Best Buy,95.12,2024-02-09T07:28:54.390757,shopping
6801c559-3624-4d95-bdda-04a3ca190fb8,DOORDASH 925 North Bettytown AS,Doordash,88.61,2024-05-17T11:34:37.035650,dining
4f208e88-e627-47b1-9139-23ffa51c169d,STATE FARM 365 Robinsonbury WA,State Farm,206.91,2024-11-25T09:19:16.778530,bills
4475d634-0077-4ea3-b853-1b8233bf8353,PG&E 921 North Wanda MO,PG&E,63.13,2024-04-16T13:28:34.112286,utilities
aa5c05fd-ab99-4824-b476-530658c2c8b5,INSTACART 104 Christinefurt VT,Instacart,13.21,2024-03-28T22:05:28.048670,groceries
c8d8531d-bede-46dc-8416-1e6617ab0e49,ZARA 524 South Michelleview MS,Zara,32.6,2025-05-19T14:53:55.707408,shopping
ac5ca006-c5d1-44cb-94e0-4091b3d3fcc9,CLIPPER CARD 239 Port Richard AL,Clipper Card,198.15,2023-09-04T05:23:36.271422,transportation
d193d235-ef82-4fca-ae2e-60970a9b0858,MCDONALD'S 425 Caitlinborough KY,McDonald's,209.4,2024-02-01T02:52:24.526555,dining
438d648f-d9c1-4c3c-b76b-687b080afebc,STATE FARM 837 Brittanyshire NM,State Farm,234.94,2025-06-30T01:26:39.180269,bills
fb3af38e-4769-4db7-ada0-121ca1583259,GOOD-RX 299 Anthonybury NH,Good-RX,112.19,2024-11-17T22:43:38.463429,health & wellness
67d6ab7d-a47e-47b5-99e1-ec44357ce6c7,NETFLIX.COM 600 Saramouth NV,Netflix.com,64.67,2023-09-06T22:20:56.927995,entertainment
3725bcb8-52ff-4302-9ab8-b9a64a5b5574,MCDONALD'S 977 Josephchester MN,McDonald's,111.16,2023-11-02T18:39:42.412468,dining
a4a5c0c7-3aa2-450a-aab3-ebd87f95550e,AMC THEATRES 759 West Sarah NH,AMC Theatres,202.84,2023-12-22T09:55:01.264594,entertainment
b9541549-6451-4b98-82e8-ec7996821e63,WHOLE FOODS 284 Bryanfort WI,Whole Foods,213.01,2025-07-04T22:40:50.524736,groceries
0eafb77a-8756-4eaa-95e1-24fbcf03af92,SHELL GAS 925 Christopherchester CT,Shell Gas,242.46,2025-02-22T23:39:06.451899,transportation
04b61e9b-c13c-4edc-9027-2ad47f6b15e3,GEICO 450 Tonymouth SD,Geico,74.12,2025-06-15T17:05:39.384494,bills
d315ae5d-e4a4-44dc-98fc-8b85b41a2235,CHEVRON 702 Jessicaville MP,Chevron,63.9,2024-08-04T12:11:59.419133,transportation
294d1387-8642-4c65-bdd9-87c049beaadc,NETFLIX.COM 553 Alvarezborough AS,Netflix.com,116.53,2024-07-26T19:19:14.114389,entertainment
ae6d96ab-fc6f-4bd1-a308-51a5f1fa56ec,TARGET 856 West Jamesside MH,Target,123.72,2024-05-30T10:01:59.763286,shopping
f5f296c6-d1c6-4d15-8444-f77105b12a93,GOOD-RX 162 Jeremiahton PR,Good-RX,13.59,2023-09-14T06:54:37.279233,health & wellness
c7beaca1-9e68-4b74-b187-9ca1a6af3658,CVS PHARMACY 366 New Patrick MD,CVS Pharmacy,226.37,2023-11-25T09:30:55.376790,health & wellness
bb83c6be-b29a-4fb1-831a-be741e38e1ea,SPOTIFY 827 New Jennifer KY,Spotify,236.29,2024-11-12T04:16:33.068954,entertainment
ed604aee-52ed-4515-a816-b696c967c33a,STATE FARM 364 South Jessicashire IN,State Farm,226.25,2024-01-29T23:55:53.018780,bills
529fad25-76b6-4cf5-827d-c9c761de35db,TICKETMASTER 919 Danielleport UT,Ticketmaster,204.5,2025-01-10T03:35:53.537511,entertainment
1f085187-aedb-441e-bf7d-7dd4788f2eab,T-MOBILE 809 Moyerton ND,T-Mobile,133.46,2024-03-23T20:25:39.474736,utilities
b4b8620d-67b6-4d58-9183-555a4b32598c,TICKETMASTER 509 East Lori HI,Ticketmaster,105.66,2024-10-17T11:08:48.617921,entertainment
3f934e03-485f-401a-88a0-bfcc8033f9ec,SOFI STUDENT LOAN 270 Jasonberg VI,SoFi Student Loan,117.63,2024-07-11T11:54:42.566434,bills
04b0023b-6bd5-4947-9104-577fe2a17813,SHELL GAS 756 Lake Janetmouth IA,Shell Gas,105.95,2024-03-30T18:23:43.223517,transportation
53c51ab3-6beb-40ab-850a-8bb4e35f8d8c,STARBUCKS 295 Lake Meagan CO,Starbucks,160.89,2024-12-17T01:32:23.345950,dining
6ca218a2-f828-42a2-9d1d-6c61b1553272,UNITED AIRLINES 634 Lake Williamtown LA,United Airlines,201.26,2024-10-18T19:40:01.951889,travel
d32ee737-f1e5-45ee-9922-eaac9a3c75a0,GEICO 354 Port Michaela MN,Geico,79.64,2023-11-06T04:34:50.787164,bills
13a1a38d-4545-49d7-82b5-cf6a0717390f,MCDONALD'S 185 North Jenniferton MD,McDonald's,13.7,2025-04-03T05:59:41.599653,dining
c7c1bc72-ee0e-4890-b42f-1ab48f13777a,TRADER JOE'S 937 Lake Andrew AL,Trader Joe's,114.97,2025-07-17T16:57:46.663404,groceries
4e377e58-b116-4286-a640-2419b94b70af,SUBWAY 585 Lake Kevinburgh PR,Subway,44.56,2024-01-18T02:50:37.399617,dining
dd7fe0da-a717-4ad1-ba45-b9b66824ad81,WALGREENS 353 Swansonchester WV,Walgreens,188.36,2024-01-08T09:04:34.300616,health & wellness
c8733592-40d2-49e1-b86e-73a04ba61c26,LYFT 620 South Rick KS,Lyft,90.1,2024-09-27T20:00:21.082644,transportation
9cc7c3de-efdd-4220-a144-d374b6497cae,BEST BUY 717 East Haroldbury AS,Best Buy,31.81,2025-03-27T20:14:22.620087,shopping
bb72a62c-bccb-4148-a226-11a8bf63e8cf,KROGER 193 Sethfurt PR,Kroger,67.36,2024-01-21T05:22:20.795411,groceries
67c25fb2-ad2b-4014-b983-00c6bb92cce2,24 HOUR FITNESS 209 Michaelborough KS,24 Hour Fitness,60.74,2024-01-20T22:12:14.826795,health & wellness
c7158da6-ad49-4736-9737-16326afd521f,STARBUCKS 256 Christinestad MD,Starbucks,193.75,2024-02-28T04:23:49.968469,dining
f55db60e-17ba-4365-a27f-b1322c0c11ae,INSTACART 948 East Latoyastad DE,Instacart,26.35,2024-07-29T02:18:48.095817,groceries
2692e894-f8a4-41ce-8441-209bf9659f49,SWEETGREEN 322 Lake Sharon FM,Sweetgreen,60.53,2024-04-14T10:47:30.952983,dining
81c051a6-d81e-43f1-8f1a-9900b7188deb,24 HOUR FITNESS 277 Donaldborough VI,24 Hour Fitness,77.8,2025-05-28T23:26:02.801823,health & wellness
0b516eb6-d45b-4807-aafe-b98d5d3041eb,DOORDASH 628 Smithmouth CO,Doordash,16.25,2023-08-08T18:13:41.495884,dining
cabae6c2-b5ce-4f21-911a-1713283a885b,CVS PHARMACY 138 Port Brian NH,CVS Pharmacy,138.04,2024-11-23T19:03:31.127604,health & wellness
1d168330-e291-4d37-9c1a-2fe9b4ec6297,GEICO 161 Thomasburgh MI,Geico,174.04,2024-01-26T11:26:32.533529,bills
4ee6d988-afc4-4420-af00-0ff1acbbcdfd,BEST BUY 448 Port Kristie KS,Best Buy,199.88,2023-09-24T15:17:37.799793,shopping
8237dda8-dde5-4ccc-8267-a9c13f779273,UNITED AIRLINES 185 Jamesmouth AS,United Airlines,239.94,2025-06-27T11:51:47.073901,travel
c39f0760-5c53-46a5-b494-c9278e682efa,SWEETGREEN 698 Weaverview MO,Sweetgreen,166.95,2025-07-09T16:34:57.337856,dining
a766b383-7640-4489-ba51-6468c49cba46,AMC THEATRES 767 West Wendy NJ,AMC Theatres,233.76,2025-02-03T01:05:14.222594,entertainment
71e85b5d-d71a-4761-ad3a-d282b015a7d1,EXPEDIA 412 South Michelle KY,Expedia,9.73,2023-08-26T17:28:50.756450,travel
697149bb-44cd-4857-8f23-368f18054d81,KROGER 733 Tammytown FL,Kroger,194.86,2024-03-02T13:40:52.719948,groceries
5af95b7d-a9b2-4740-b3e6-9c6cacf022c9,CVS PHARMACY 728 North Leeview SD,CVS Pharmacy,237.96,2025-06-18T21:34:03.887032,health & wellness
32ca6b26-f4b6-4c63-ad60-287ecfb0acbd,ZARA 940 Jessicaborough KS,Zara,135.2,2024-12-29T15:13:44.161912,shopping
91eb98c0-65cf-4198-839d-bcb372e155dc,UNITED AIRLINES 370 North Lindsey GU,United Airlines,113.11,2023-12-04T02:54:06.670021,travel
982b06a6-8275-4987-b16c-cb7a0c4b9c96,WHOLE FOODS 869 Lake Lisabury WA,Whole Foods,215.91,2024-07-17T03:24:32.175663,groceries
aad3cdf1-fa57-47a9-b3b3-e6e4175b0bbb,COMCAST 495 Gardnermouth NJ,Comcast,84.37,2025-05-08T18:50:57.990681,utilities
7ac33281-1339-4187-bab2-ed6b358c0def,SUBWAY 304 Averyview GU,Subway,146.0,2025-03-29T09:55:45.991070,dining
c8a6c1db-903c-4c68-bd96-157436958274,GOOD-RX 177 North Jeffreyhaven ID,Good-RX,102.88,2025-02-11T06:42:23.329683,health & wellness
22568bfe-c862-4325-80f7-0eb101cf0ea8,T-MOBILE 792 South Michellefort MD,T-Mobile,174.72,2024-11-23T10:44:00.684272,utilities
d4713660-5940-4c10-816c-27a81ea2e539,LYFT 808 Marthatown NV,Lyft,203.21,2025-01-11T21:59:52.216047,transportation
e51822d7-a6c6-4d3d-aa44-1b24246e083e,SOFI STUDENT LOAN 124 New Scottburgh NY,SoFi Student Loan,168.31,2023-12-13T19:47:36.481968,bills
d25cca8e-1625-4ec2-803b-c0e9dd3e1f11,SALLIE MAE 323 South Pamelaborough NV,Sallie Mae,136.12,2024-08-23T19:24:41.121228,bills
935094fa-fd96-489a-94d1-28fb54294fe2,INSTACART 918 West Kellystad MA,Instacart,153.67,2025-07-22T23:43:51.650999,groceries
0baa37c8-c614-4583-8476-a5f78e25db25,COMCAST 244 West Jimmy ID,Comcast,10.02,2025-06-06T08:16:23.801790,utilities
ff1c538b-e54e-4261-89d7-2ebe1e0e8ca3,PG&E 441 Robertborough WI,PG&E,69.11,2024-03-31T22:03:03.838459,utilities
